real_name,column_height,diffusion_coef,ellipse_major_axis,ellipse_minor_axis,tgsd_mean,tgsd_sigma,total_erupted_mass,wind_direction,wind_speed
35,19300.6,1688.5,14001.5,9549.28,-1.18972,1,1.49804e+10,221.287,8
36,22663.3,4175.42,12096,9748.87,-0.938582,1,1.70781e+09,213.48,3.18384
37,22096.8,6259.6,10676.9,12734.1,0.624733,1,4.36019e+09,211.012,4.65182
38,21348.8,4502.65,14200.5,15000,1.24379,1,1.65475e+09,217.003,3.87148
39,20874.7,6349.65,8993.47,15000,1.1761,1,1.71063e+09,219.994,3.28354
40,20162.5,2120.14,15000,11045.4,-3.33656,1,1.84835e+10,221.728,8
41,19524.6,8872.58,11610.6,8346.34,-2.16229,1,7.28189e+09,222.041,5.59428
42,19678,6423.08,10386.9,12299.3,-3.3329,1,3.25983e+10,210.227,3.14909
43,15387.4,2432.68,14945,12379.6,-4.90819,1,1.83924e+09,218.242,8
44,21117.9,4912.06,7118.31,10537.6,0.894268,1,5.99986e+09,225,8
45,23835.4,4674.86,9027.92,13102.1,-3.65173,1,1e+09,220.228,3.83274
46,22234.9,9406.78,15000,9443.7,-0.379171,1,1.82709e+09,224.955,4.34411
47,25000,8152.8,11024.4,10086.7,-2.80991,1,6.42197e+09,214.639,4.30923
48,21718.3,5661.85,12703.4,11883.1,-1.79454,1,1.91113e+09,211.783,2.07443
49,21080.9,3586.88,10075.4,9608.44,-5,1,1.46099e+10,212.966,6.73747
50,17740.6,3787.83,11542.4,11802.9,-5,1,1.66865e+10,214.632,8
51,23027.7,6285.65,8209.4,12465.4,-1.62276,1,5.68458e+09,211.766,1.44165
52,17931.6,3390.48,7645.96,9850.06,-5,1,2.31765e+09,219.777,2.85226
53,22043.7,5536.12,11086.2,9114.31,1.62579,1,1.40378e+10,214.377,2.62835
54,18556.3,4691.16,12767.7,11548.2,-5,1,9.53344e+10,225,8
55,17207.7,3380.89,14537.1,10651.1,-1.22394,1,5.48925e+10,215.573,7.52675
56,18378.7,1380.63,9093.15,7009.49,-3.53941,1,9.35218e+10,210.26,2.68334
57,18104.7,9689.8,13766,12995.6,-1.70796,1,2.01334e+10,210.354,2.82188
58,19986.5,10000,6459.75,9942.17,1.20013,1,2.2672e+10,220.664,8
59,20198.4,6695.18,13510.6,9001.32,-3.23113,1,3.99291e+10,219.381,3.79663
60,21736.6,10000,11973,10129,-4.80189,1,2.78245e+10,222.805,7.87446
61,25000,5247.35,13114.9,15000,-3.37654,1,3.61107e+10,220.629,1.56529
62,20448.8,4220.89,15000,10300.2,-3.06862,1,1.81405e+10,225,2.11892
63,20894.3,3912.97,12848.7,7824.14,-3.87481,1,1.9176e+10,214.093,7.96231
64,20861.4,7169.44,9588.86,9284.4,-3.19075,1,5.64422e+10,214.691,8
65,22273.7,3099.78,10899,8043.74,2.43268,1,3.68671e+10,225,6.14638
66,22175.1,9562.04,12428.7,15000,-4.33178,1,1.32121e+10,212.871,7.00617
67,21996.7,4557.77,14459.8,13375.1,-2.05239,1,4.45902e+09,213.755,5.10739
68,18647.6,3414.75,13925.9,13261.1,-0.463707,1,1.04925e+10,213.436,4.39076
69,22316.3,10000,13996.7,15000,-5,1,1.09566e+10,209.737,4.66587
70,19441.2,2437.44,11210.1,14838.3,-0.0388762,1,1e+09,213.34,8
71,19634.2,5257.94,9878.73,9489.88,1.07941,1,1.48652e+10,213.998,4.38833
72,25000,10000,8442.67,10249.6,-3.59415,1,1.17299e+09,222.71,8
73,20221.7,1549.65,15000,8752.15,-2.36042,1,2.03975e+10,212.83,8
74,17305,4126.75,11913.4,9364.81,-1.77599,1,4.42648e+10,214.987,5.103
75,19085.5,4180.63,10156.8,12021.1,-1.01386,1,9.48956e+09,216.703,4.42721
76,19448,3402.74,11354.3,15000,-0.938546,1,2.50711e+10,222.742,6.91989
77,23546.5,8909.07,14932.4,11251.2,-1.97122,1,6.13805e+09,218.572,8
78,21421,2472.49,12116.3,10558.4,-3.35298,1,3.02831e+09,219.281,8
79,20897,3993.82,8259.13,14154.4,-1.75014,1,1.19457e+10,215.378,8
80,23583.8,4676.1,15000,8139.58,-2.00472,1,2.85752e+09,224.045,8
81,20862.5,2205.56,10520.8,10724.9,-1.31917,1,1.47373e+10,218.728,2.70498
82,21244,5875.63,10849.1,15000,-0.276071,1,5.6917e+09,218.986,7.21071
83,17783.3,4097.07,14600.8,8504.64,-0.231008,1,2.43041e+10,215.853,2.60013
84,25000,4509.73,13915.3,14776.8,-0.216711,1,1e+11,215.782,8
85,17437.2,5542.3,12481.9,10190.7,1.2527,1,1.24941e+10,221.467,6.76492
86,21848.5,4602.45,15000,12834.2,0.621935,1,1.48717e+10,213.567,3.74034
87,22666.3,3659.01,14457.8,8051.79,-3.51486,1,1.7002e+09,217.994,5.16735
88,23319.9,2233.25,8833.53,12511.7,-2.83214,1,7.82765e+10,212.278,4.43818
89,25000,1961.76,7313.28,7262.08,-5,1,4.05519e+09,215.619,1.47692
90,20447.1,5327.55,11963.1,8205.88,-1.88445,1,1.30127e+10,214.251,2.45624
91,15627.2,10000,12290.3,12246.3,0.21829,1,1.10903e+10,224.116,4.55363
92,25000,10000,12296.5,15000,0.163098,1,5.40171e+09,214.811,4.40784
93,23068.6,10000,10613.4,9299.82,-4.21118,1,4.08148e+10,219.423,4.91336
94,20363.3,6782.72,12009.4,14380.5,1.30897,1,7.61372e+09,210.037,6.26526
95,19309.7,6590.51,12982.3,11232.8,-5,1,5.53217e+09,224.449,4.68165
96,22671.2,6795.71,13373.5,12473.7,-5,1,1.44394e+09,214.688,2.78035
97,23802.5,3391.95,13231.2,9086.69,-1.85126,1,1.57781e+10,213.45,5.38962
98,15489.8,5300.33,7715.92,9793.07,-3.80519,1,2.47494e+09,221.803,4.31575
99,25000,1031.94,15000,12763.7,-4.87834,1,1.82782e+10,220.943,4.73789
100,19609.4,4714.12,15000,15000,-2.5897,1,1.50756e+10,217.345,6.05788
101,21750,2664.79,12571.7,8421.27,-2.17313,1,2.29906e+10,218.38,7.2625
102,19982,2292.62,10304.3,7208.59,-1.27958,1,1.04162e+10,216.827,5.07072
103,22213.2,5549.23,10717.8,13707.2,-4.14336,1,2.02592e+10,214.418,8
104,18928.3,4050.41,10717.7,13291.1,-4.71312,1,4.05583e+10,215.57,4.14318
105,20764.2,5628.42,7907.43,12063.9,2.19905,1,1.30451e+09,219.067,3.29634
106,21615.3,3580.14,12481.1,13334.5,-5,1,1.30984e+10,220.524,5.19451
107,22700.6,7156.17,11551.7,11823.3,-1.28406,1,2.48006e+10,218.342,1.83814
108,19485.6,8915.1,14353.4,9535.7,-2.49889,1,4.83062e+09,216.547,8
109,19873.5,4714.67,15000,14651.7,-0.123002,1,6.08816e+09,214.617,3.28525
110,21937.3,7256.94,8926.22,15000,2.50193,1,3.15962e+10,215.083,2.17291
111,17174.2,3850.47,14564.9,11851.3,-1.54345,1,8.8909e+09,214.216,5.70622
112,23706.3,10000,15000,12847.5,-5,1,1.33438e+10,219.504,2.93684
113,16547.6,3551.06,7333.22,12797.3,-1.67215,1,2.4749e+09,218.399,4.24358
114,23059.2,3536.3,11908.6,10765.4,-3.02446,1,2.23049e+10,213.016,8
115,19344.4,3797.15,12375.6,15000,3.40077,1,1.2135e+09,222.545,2.70381
116,25000,5057.82,10549,10972.9,-2.98609,1,1.58264e+10,214.464,5.70378
117,19780.5,3101,10668.5,9922.21,-5,1,1.35827e+10,215.062,8
118,18376.2,4116.43,9193.78,11416.3,0.395663,1,1.28918e+10,225,7.23884
119,21317,6378.79,11548.7,10113.3,-3.07653,1,3.90974e+10,216.673,4.3666
120,23969,9353.47,10913.4,14788.9,-3.70277,1,4.17204e+09,220.7,5.1505
121,21224.8,3715.08,15000,15000,1.18505,1,1.0084e+10,220.79,4.5544
122,18432.4,2942.83,15000,15000,1.327,1,6.89938e+09,225,2.51469
123,20799.5,10000,15000,11706.1,-2.70122,1,4.28727e+09,222.567,2.32286
124,20893.9,10000,15000,7924.92,-2.99538,1,1e+09,214.047,5.08959
125,20377.7,5719.6,10597.2,14175.9,-3.18703,1,4.87551e+09,214.377,7.52009
126,21477.4,5872.19,15000,14997.5,-2.95235,1,1.79615e+10,210.559,3.10333
127,21370.5,7254.15,11983.9,13278,-5,1,5.81763e+09,220.24,2.78175
128,20328,6340.38,15000,10152.5,-0.579536,1,8.27366e+09,213.733,4.35843
129,21598.6,2200.57,12528.5,14622.4,-2.92914,1,1.88369e+09,214.374,8
130,23271.2,10000,7135.35,11548.8,-0.323698,1,1.41912e+09,212.602,8
131,24728.1,3633.4,9391.67,15000,-3.79581,1,2.79843e+10,219.603,1.95409
132,21664.8,4733.84,13001.6,6883.45,-1.53572,1,7.67573e+10,213.087,2.06622
133,19755,2781.16,15000,8104.9,-0.844526,1,2.28583e+09,220.59,1.77957
134,23207.2,7988.98,13072.9,14815.9,-2.89119,1,7.76918e+10,219.227,3.82966
135,23814.2,10000,9983.06,15000,-3.04565,1,1.11321e+10,216.382,4.81279
136,21536.7,8305.44,14729,15000,-1.96419,1,2.09582e+10,220.419,5.83649
137,21035.6,2974.58,12908.5,14336.4,-5,1,5.26778e+09,224.35,8
138,25000,1787.9,6896.76,6514.34,-0.398293,1,3.6047e+10,213.254,4.78319
139,20216.2,7002.9,9239.15,7645.25,-5,1,5.31807e+09,225,8
140,25000,8971.69,12440.4,12768.4,-0.0723654,1,2.11948e+10,208.025,3.65264
141,19307.6,1528.44,12297.4,12915.5,-2.21162,1,7.63661e+09,222.914,2.18154
142,20871.6,3844.81,10868.7,15000,-5,1,1e+11,211.623,6.27638
143,18954.1,1354.31,8138.13,14577.5,-5,1,5.31603e+10,221.566,4.57056
144,18067.7,4563.1,15000,11631.3,-1.77606,1,9.39434e+09,223.106,8
145,15000,1084.18,11104.5,11960.7,0.423199,1,1.41211e+10,219.718,8
146,22843.4,5455.37,10093.7,9948.89,-1.80844,1,5.17717e+10,225,3.75142
147,18437.6,3678.54,10028.6,12344.4,-4.04314,1,2.02492e+10,222.975,2.73525
148,20276.5,1267.11,10837.2,11938.5,-3.02509,1,1e+11,217.723,8
149,19463.4,3267.7,11815.9,12771.7,-4.44703,1,7.5089e+09,220.008,4.29186
150,20883.9,5211.5,13818.4,13728.8,-4.63828,1,3.16505e+09,225,8
151,19657.8,3064.02,14744.4,15000,-1.3726,1,2.84418e+10,221.56,8
152,21636.1,9044.56,12192.4,8259.92,-2.31538,1,4.21763e+09,213.158,3.0471
153,21871.1,4870.19,15000,9075.66,-1.85951,1,1.46464e+09,214.037,3.60123
154,18464.6,2469.43,14986.5,10867.9,-5,1,1.04474e+10,213.596,7.95865
155,23043,6222.45,14644.8,7224.03,-1.18148,1,7.78663e+10,221.147,4.85526
156,21203.7,5107.2,11509.6,12997.9,-1.03213,1,4.67898e+10,216.94,8
157,23593.7,9789.26,15000,11801.5,-1.29527,1,5.02526e+10,209.713,6.34991
158,18175.8,1981.71,8625.5,14007.5,1.43163,1,1.18436e+10,209.859,2.84212
159,22493.6,1476.39,10013.2,11300.8,0.34555,1,9.94523e+09,217.492,2.37064
160,22469.5,3409.95,7273.17,10809.3,1.95136,1,3.06753e+09,217.982,8
161,23647.7,5401.21,11401,10502.6,-0.859803,1,3.48384e+09,215.472,5.1475
162,18198.6,3584.45,14664.3,12969.6,-4.43151,1,4.25077e+09,211.682,8
163,19547.4,4743.44,8583.17,15000,-5,1,1.43769e+09,217.505,3.8682
164,19530.2,5125.83,8910.34,8003.53,0.403101,1,1.0394e+10,205,5.64526
165,19443.1,4878.61,10917.5,9590.62,-2.45928,1,4.08369e+10,218.068,5.52681
166,18388.3,4867.45,10000.3,7703.33,0.150539,1,7.72635e+09,216.571,6.89499
167,22678.5,7983.23,10917.2,11201.7,-5,1,1.02197e+10,218.049,3.15413
168,18667.3,9634.71,12539.7,6674.35,-0.766322,1,6.87103e+09,212.627,8
169,18836.4,7722.51,10465.3,13313.4,-5,1,1e+11,218.736,3.09282
170,19631.9,6070.63,7046.03,9971.89,-2.6406,1,2.6071e+10,216.942,6.09767
171,17853.9,10000,9597.2,13963.6,-3.27777,1,1.58299e+10,214.908,4.35159
172,21636,2724.08,11585.9,11910.4,0.625892,1,1.32733e+10,222.98,2.41142
173,24319.5,7961.69,7247.91,9502.53,1.77575,1,4.43525e+09,216.332,4.86117
174,18484.5,10000,15000,7207.93,-3.7364,1,9.85795e+09,208.634,8
175,24354.9,3436.9,12982.4,14131.8,-5,1,6.17493e+09,214.851,2.97189
176,24533.6,1760.71,15000,14702.8,-4.87116,1,4.32716e+09,218.881,4.16001
177,17927.4,6666.87,7212.19,13316,0.55904,1,3.14052e+10,216.928,4.95302
178,20098.9,4276.7,12934.8,7241.78,0.751187,1,1.18628e+10,211.591,8
179,21117.2,10000,8590.16,7585.14,-0.50549,1,7.90306e+09,214.723,4.6071
180,21872.4,8915.27,11861.4,14367,-0.330421,1,1.38703e+10,222.876,1.31962
181,19681.8,6733.17,9496.42,11032.9,0.296116,1,1.13719e+10,212.639,1.52613
182,22186.7,8006.05,11387.3,12603.9,4.80562,1,1.06159e+10,221.101,5.2274
183,20373.8,10000,10882.6,15000,-0.182857,1,2.66572e+10,215.818,2.47378
184,18306.6,6343.11,12830.8,14043.1,0.184493,1,3.08715e+09,211.563,6.79586
185,20979.6,10000,10761.5,6841.83,-1.77031,1,4.42395e+10,213.398,2.34671
186,22281,10000,7373.57,9198.18,-1.10378,1,5.79513e+09,215.651,4.40873
187,22963.8,4165.7,15000,15000,-3.60763,1,1.15943e+10,213.77,3.89579
188,19380.9,2081.94,6581.88,11924.6,-4.80321,1,2.79386e+09,218.583,8
189,19425.6,6837.08,10506.4,9229.95,1.06309,1,2.32796e+10,220.574,8
190,21230.9,3509.96,11083.8,11897.2,-3.37993,1,5.14478e+09,215.465,3.14875
191,25000,10000,14368.5,12669.4,-4.30058,1,2.99403e+10,212.091,3.99902
192,17806.2,3215.47,12646.5,11062.4,-1.56188,1,1.84373e+09,216.12,3.27499
193,25000,4600.01,8539.57,14862.1,-5,1,1.02809e+10,217.804,8
194,24794.8,3054.44,11336.5,15000,-3.72653,1,1.2899e+10,225,4.57681
195,23181.3,4310.98,9481.69,10206.5,-3.77662,1,7.77282e+10,215.428,5.06137
196,20327.4,6070.27,10383.6,10748.8,-0.863162,1,9.93688e+09,212.306,5.91269
197,22335.6,8882.25,11912.8,9053.76,2.99734,1,4.06662e+10,223.071,2.33163
198,22957.1,3747.77,14396.7,8959.41,-5,1,1.58305e+09,214.797,8
199,25000,2867.99,10426.3,15000,-5,1,7.92607e+09,219.703,8
200,20863.6,3890.7,11335.7,8753.85,-1.09285,1,1.9077e+10,215.31,3.94181
201,22276.1,5455.06,13781.7,13183.8,-0.578604,1,6.82765e+10,214.091,6.2724
202,25000,5508.04,12295.2,8163.74,2.53444,1,6.76525e+09,220.641,4.53649
203,25000,7711.19,13586.2,9275.23,-0.873041,1,4.78545e+09,221.205,8
204,18135.5,7517.95,15000,10005.2,1.34359,1,8.83933e+09,221.407,4.89553
205,18697.3,4784.29,9525.53,11889.4,-2.54064,1,1.51096e+10,225,2.71602
206,18950.7,4049.33,14351.6,10499.7,-1.87507,1,5.20126e+09,221.213,5.72213
207,19737.4,3377.51,12192.1,13339,-3.35028,1,1.56851e+10,220.462,3.88752
208,19042,3128.36,10335.1,7119.69,-3.3138,1,3.61402e+09,223.579,2.31943
209,20239.7,3296.05,8965.72,12539.7,-2.86429,1,1.58154e+10,225,8
210,20576.3,5618.22,11542.1,14890.8,4.69087,1,1.22896e+10,222.025,4.89077
211,24060.7,6110.25,14192.7,10094.1,-3.97655,1,5.90459e+09,225,4.73626
212,16819.7,2648.62,9167.21,9920.87,-5,1,9.61113e+09,222.017,4.31048
213,20046,5158.04,14405.7,13828.5,3.50764,1,5.31365e+09,215.565,6.10695
214,23492.6,4655.88,14756.8,12349.2,0.242154,1,1.84653e+09,220.811,4.22274
215,24705.8,4061.09,15000,13413.1,-1.60996,1,4.2642e+09,211.822,7.18653
216,21506,6505.78,13880.4,9231.72,-3.27655,1,4.09276e+09,217.843,8
217,22277.6,7401.12,12276.2,8527.68,-0.5984,1,1.74931e+10,210.493,6.40579
218,18099.1,3246.4,7666.06,12755.2,-3.01125,1,5.79171e+09,225,5.61307
219,17276.6,10000,8988.96,14301.8,-4.45264,1,5.56674e+09,210.851,4.04251
220,20614.9,10000,14369,8962.74,-3.04056,1,1.15293e+10,223.626,5.93407
221,18269,8458.67,9253.87,9697.85,-1.34605,1,1.21185e+10,214.388,8
222,19780,10000,15000,15000,-0.80577,1,5.33989e+09,222.186,6.93664
223,22060,3268.83,10694,15000,2.10828,1,1.39632e+10,218.697,2.41746
224,20570.3,3202.15,13198.9,13290.9,-0.771094,1,3.92063e+09,218.628,5.88471
225,21347.6,6286.24,15000,9453.6,-0.769941,1,1.12274e+10,222.584,4.36241
226,21599.1,7510.9,6545.85,6048.53,-0.110544,1,1.04833e+10,209.318,3.47306
227,23176.8,5527.61,10705.1,9748.11,-3.03881,1,2.51245e+10,220.545,8
228,18613.4,6971.32,6485.38,9296.25,0.254199,1,6.51298e+09,220.184,2.96168
229,21459.3,2279.34,12509.5,13552.3,-1.24785,1,1.37662e+10,223.971,8
230,20147.7,5042.32,9096.39,10728.1,-2.06901,1,1.00991e+10,217.425,5.32911
231,25000,7882.42,8717.92,14047,-2.50246,1,3.52128e+09,223.802,8
232,19096.3,2592.19,11722.2,10411.5,-5,1,6.60116e+09,218.313,6.21279
233,21790,3157.64,12362.7,9493,-2.04342,1,8.3859e+09,215.191,6.67635
234,23106.9,2634.82,13424.6,9000.6,-0.0112919,1,3.50501e+09,213.321,8
235,22580.5,3476.84,7921.73,11127.5,-2.13835,1,4.59786e+09,205,2.76871
236,18297,8618.24,10229.6,9294.16,-0.593835,1,2.77481e+09,221.762,3.08615
237,18945.8,10000,10955.5,12326.7,1.57051,1,2.36874e+10,209.41,3.21476
238,19660.1,10000,10363.2,8367.51,0.06692,1,6.04302e+09,216.922,7.40175
239,20178.4,10000,12799.4,9702.72,-1.64232,1,5.76498e+10,217.344,4.56114
240,19942.9,5910.72,10029.9,11963.3,-5,1,2.42026e+09,219.781,6.61486
241,21181.4,4354.9,6322.47,9836.43,-3.59826,1,3.24902e+10,207.529,5.52536
242,25000,3824.52,9773.25,8788.39,-2.16849,1,6.90219e+09,218.377,3.73491
243,18748.2,10000,6554.61,7174.84,-1.12139,1,5.5426e+10,221.601,8
244,21730.5,5879.62,15000,11280.8,3.33155,1,2.72327e+10,221.263,3.62797
245,21114.5,4822.43,12344.1,10989.2,-2.92361,1,2.52947e+10,216.502,4.1166
246,25000,3913.94,9700.19,9219.48,-5,1,1.36445e+09,214.733,3.15812
247,25000,2857.22,10152.7,10148.3,-0.725901,1,2.37763e+10,212.374,2.48856
248,21595.9,4134.82,9517.67,13904.4,1.49903,1,4.91127e+09,213.426,4.71265
249,23787.1,10000,10015.6,9552.51,1.69711,1,2.93891e+10,211.671,3.13122
250,16474.3,6958.8,7385.95,12298.7,-0.0158092,1,2.65247e+10,219.946,5.76153
251,19645.5,6521.67,15000,11538.4,-2.63392,1,1.94259e+09,223.743,3.25147
252,18745.9,4484.5,11807.6,12624.5,-2.37603,1,2.27525e+10,217.227,5.36915
253,19441.1,3878.5,11574.8,10638.1,-5,1,2.38805e+09,220.003,3.10583
254,16631.5,3927.58,15000,15000,-1.84556,1,3.24746e+10,216.052,4.39913
255,20734.1,8857.67,15000,14019.9,-0.121365,1,3.26106e+09,220.834,4.0925
256,17810.6,5497.9,13806,7570.76,0.372897,1,5.04949e+10,225,3.61272
257,20268.2,2352.74,8011.87,11215.2,-1.07567,1,7.81421e+09,218.055,3.51659
258,20838.9,6986.01,6316.64,9896.27,-3.25746,1,6.68721e+09,220.658,2.78177
259,17834.8,6733.73,9697.69,9011.69,0.163353,1,3.5953e+10,219.926,8
260,21018,4388.88,7374.93,8433.72,-5,1,9.23261e+09,223.06,7.91375
261,18596.2,2467.21,13445.7,9038.56,-5,1,7.9482e+09,217.289,3.66273
262,23706.6,6325.33,12176.2,9969.93,-3.3073,1,3.29686e+10,205.476,5.08732
263,18232.3,7727.58,10645.6,9382.75,-5,1,8.15735e+09,223.434,3.94223
264,21250.9,5799.88,10313.5,15000,-2.74458,1,7.10959e+10,216.329,3.95735
265,24707.4,10000,11555.9,11624.4,-0.304281,1,3.86342e+09,219.7,7.07981
266,21320.8,8912.03,9269.72,9696.64,-4.89944,1,2.25762e+10,213.326,8
267,21153.1,1968.77,14696.8,7732.55,-1.66071,1,4.83985e+09,216.064,8
268,25000,6356.9,10360.4,11933.2,-1.75034,1,1.1816e+10,218.519,7.78345
269,21248,3790.82,14460.9,14644.2,-0.195747,1,1e+11,211.506,4.26736
270,23086.4,1814.75,11936.1,11295.9,-4.80236,1,6.49412e+09,221.223,4.50581
271,24937.9,3766.88,10084.2,13141.3,-1.83544,1,1.22401e+10,218.689,7.38061
272,21253.8,10000,14462.4,12471.1,-3.08625,1,1e+11,221.565,4.69948
273,23619.4,7577.38,13070.8,8906.84,1.88979,1,4.06811e+09,212.095,4.03836
274,21816.9,9440.89,13655.4,13245.2,-4.67114,1,4.84223e+09,218.155,2.42785
275,20704.8,10000,15000,11964.2,-2.17133,1,1.27615e+10,220.424,3.36002
276,18699.8,4744.54,11519.7,8272.51,-4.91459,1,9.37749e+10,214.372,8
277,21901.4,6606.19,13289.2,12513.4,-2.91342,1,3.07901e+09,224.001,4.35161
278,18809.2,3937.34,12110.6,14504.2,-0.390575,1,3.55396e+09,219.278,3.40399
279,23424.3,4549.67,9212.83,12648.1,-0.446612,1,9.80792e+10,212.374,3.53305
280,15884.4,4951.66,10117.8,14586.4,-3.47082,1,1.31079e+10,209.612,6.70042
281,20203.3,6861.99,9686.2,12898.6,-3.47368,1,1.32308e+10,211.248,7.66719
282,23094.2,10000,10586.7,8303.99,0.731113,1,1.40736e+10,211.938,5.14415
283,22657.9,2973.63,11521.3,14212.7,-0.206928,1,5.16179e+09,221.045,6.77548
284,22397.7,7562.03,11287.9,11690.1,-4.03941,1,1.9944e+10,217.751,8
285,24406.9,10000,10244.2,15000,-3.76124,1,4.97454e+10,215.511,3.90459
286,18929.2,2037.82,8648.03,10220.7,-0.226985,1,5.07084e+09,214.256,5.67135
287,20143.9,7062.48,12940.7,11401.6,-2.66627,1,1.62177e+10,214.259,6.36624
288,19893.1,8617.39,13685.9,13834.5,-5,1,5.21114e+09,223.383,4.3265
289,20932.2,4494.29,10501.6,12779.5,-4.86448,1,2.85323e+10,218.956,5.13817
290,19570.1,10000,11037.7,14085.6,-5,1,3.30855e+09,214.642,4.42078
291,19635,2532.46,7503.88,10775.2,-3.60176,1,7.05505e+09,219.207,2.83284
292,20882.1,4353.65,8466.37,12548.6,2.0618,1,1.28786e+10,225,8
293,22792.3,10000,10250.5,8443.15,-1.13865,1,3.65161e+09,218.899,2.44775
294,16996.6,10000,11036.5,12983,-2.16419,1,1.59486e+10,222.867,8
295,22625.4,10000,12806.5,8891.71,0.444828,1,1e+11,219.197,5.32467
296,21467.2,10000,11621.3,11492.9,-0.682177,1,1.88837e+10,215.333,4.78805
297,18732.4,5808.99,10103.3,13501.2,-1.2814,1,4.81927e+09,214.592,1.85635
298,25000,8940.93,9771.59,8054.96,-2.32372,1,8.08045e+10,215.163,3.6157
299,23773.4,7909.07,9766.23,10465.4,-0.966407,1,2.63967e+10,219.398,6.07891
300,22741,9191.1,9863.6,14526.6,-5,1,2.16491e+09,221.775,3.44362
301,20793.1,4576.8,14384.5,15000,-0.565935,1,1.62133e+09,216.234,8
302,16198.9,9677.08,13161.7,11066.7,-1.14416,1,2.14436e+10,223.595,5.82792
303,24350.2,2156.72,13318.2,13584.1,3.78893,1,1.44781e+10,211.953,5.75326
304,19722.4,3859.48,13839.7,8179.79,-4.42679,1,2.21563e+10,212.748,5.18062
305,15061.8,5574.68,15000,9489.92,-1.96908,1,7.90506e+09,206.269,3.30625
306,18700.5,4334.11,12151.9,11549.9,-5,1,1.92406e+10,209.48,2.02764
307,23590.1,10000,8007.5,12014.5,-3.008,1,7.91957e+09,210.955,5.41835
308,25000,10000,10066.4,15000,-1.11883,1,1.6525e+10,217.9,2.45294
309,19922.9,2189.31,15000,13208,1.67041,1,7.05612e+09,213.139,7.28502
310,23013,9008.87,6925.38,8699,0.851693,1,2.93701e+10,215.703,4.51752
311,22324.8,7478.22,15000,10064.6,-2.11722,1,6.34294e+09,216.385,8
312,24990.9,10000,15000,14145.4,-2.40139,1,4.66665e+09,209.837,5.48194
