,column_height,diffusion_coef,ellipse_major_axis,ellipse_minor_axis,tgsd_mean,tgsd_sigma,total_erupted_mass,wind_direction,wind_speed
60,9721.027374228473,2932.6313123252917,20744.123047561712,11000.0,-3.2131974189891075,1.0,23867475187.504734,183.4172754934417,19.43466982915073
61,40517.159563947134,7219.537798843725,6328.377633253685,11000.0,-4.9655910628909155,1.0,199126520921.90872,188.5956704727202,8.626445699586126
62,44147.16573975391,3212.1045704759526,15195.033537803849,11000.0,-2.558991761222744,1.0,57679162666.83321,198.94828757519602,14.698111966537915
63,28418.601990685045,3050.073108518447,7794.182482549589,11000.0,-2.249857817635374,1.0,161173547956.466,261.64063035039857,13.46485416786116
64,44444.1643951759,7909.343626334564,2696.449533401271,11000.0,4.181101193270752,1.0,90846466255.48334,186.00589429097144,14.288404226405092
65,10329.932398380839,3491.516977758346,20465.51350807712,11000.0,5.951099193480168,1.0,182109937412.1019,219.37651463759613,7.1362019160540635
66,37275.92994220815,3841.6321817740354,13804.082863247977,11000.0,5.38860229657147,1.0,23572967323.638157,254.9252345477578,19.984891084034793
67,14816.536201438217,2929.4398500308616,3745.676083421298,11000.0,-2.7046108083075375,1.0,169022001941.94385,257.7384182252458,17.800352084747246
68,6209.475971224631,5459.351129839726,20412.71288270345,11000.0,-0.2290990184851447,1.0,36486546570.290016,215.01957854023163,10.894590056612188
69,41334.013421390904,3238.8261335649167,2485.014433272295,11000.0,-4.82701574114834,1.0,62712922177.021194,256.2428586671075,0.42948456336771623
70,13171.240422662115,3130.5545491618295,24297.546401853997,11000.0,-0.8193921036490597,1.0,120555132380.69359,209.7003301569058,15.001034503958104
71,17724.910506934386,2998.5475512156895,10571.207399068626,11000.0,-4.5831616586722435,1.0,161003335250.59555,262.16859482779256,4.1680295425657965
72,42704.13506374032,2506.086304023089,5554.781734681365,11000.0,1.7008804146935397,1.0,59423124007.02409,203.88189262634486,19.101939284106727
73,21437.062135264212,5853.451944766875,8609.817279739613,11000.0,-4.121457435926463,1.0,97289567865.22557,226.95239306870192,6.240806023932138
74,44650.43798652098,3738.023793972123,23206.180562491936,11000.0,5.65815803031826,1.0,43696337348.51666,239.9016701425079,2.300763861004265
75,17747.144689430832,4561.141838360549,11234.37305175472,11000.0,-3.699083867635269,1.0,66054438603.1923,208.10454847204613,7.9387186524488325
76,39479.11791015029,6263.975200002781,12232.808410921809,11000.0,-2.366020829157345,1.0,105121168991.20827,260.0150492683535,14.60111428948606
77,25834.038787757883,3033.193207128527,9490.262877339752,11000.0,-1.5585471618905657,1.0,78446461540.4661,245.56257858051538,11.92807776016107
78,34844.947272766134,4071.8132729789336,7840.677570848073,11000.0,0.2875704572240467,1.0,74724699963.79007,255.4544306165717,14.520595478061606
79,32690.0515924379,2135.1256568713584,7644.037296568107,11000.0,-4.2193190009663155,1.0,139309682314.86273,250.27491507571517,4.933589463348743
80,34018.622333208295,2563.9184630933055,4750.377403054882,11000.0,3.9425259399569743,1.0,118115341669.46626,210.10005755512725,11.222566518955619
81,18321.67805174231,5540.326130922367,4641.006787253567,11000.0,5.944550836369107,1.0,196483415671.24948,236.3864643761112,1.5748793576341518
82,21379.59129689292,7924.672254547656,18158.010601687605,11000.0,4.234103873904827,1.0,64013115685.92829,235.3604609480451,15.55137350879282
83,24021.211615966808,3415.3916186167385,18266.579273552037,11000.0,-0.13404124775919612,1.0,14598259557.425339,225.0891990931495,9.433309419708424
84,41762.69872560828,7888.135859462419,23233.194253452224,11000.0,-4.301921968008157,1.0,83221684324.06726,214.93667144268886,3.517097014602414
85,16320.286963835477,6918.026510963923,4285.297368202097,11000.0,0.6941997517124552,1.0,29513408028.102108,242.23303773829502,2.834782626364036
86,40066.636367316685,3074.871721331113,16776.20768223625,11000.0,-1.0689572683003208,1.0,188738381751.22623,226.1190012035991,0.5028459988520192
87,11364.20926377593,5652.058301110772,4584.321512355552,11000.0,-3.6407063460147437,1.0,160315527471.08066,213.9210328991736,16.12761887474043
88,32344.542990146118,5351.667317349398,16879.431751131207,11000.0,0.7145482480395131,1.0,34818959932.93019,262.69963606505024,15.93072720792674
89,7152.530996421177,3726.5821407811263,5959.608102664808,11000.0,4.755456491115744,1.0,69213642700.69434,204.85723712956587,1.5745178533139945
90,24378.723516836057,2039.7743207288502,15549.221841912095,11000.0,5.065354089202389,1.0,184913921680.57144,203.9938263085707,7.519081253994449
91,18339.67504700712,5892.75579957913,15676.004004878403,11000.0,2.6342087249740977,1.0,46378324598.032845,210.81459077901005,2.4613945420373775
92,40944.643232495815,7446.513992466289,18355.216160562835,11000.0,1.8738043632705352,1.0,61928639691.43813,186.34322364798243,3.0316467802761413
93,7354.149830945129,3476.043527014795,1250.4132968474248,11000.0,-0.9036791055406717,1.0,147608683321.0333,181.88653843349192,2.1706732433061062
94,35002.27518287573,3639.79847472693,22102.476566243826,11000.0,5.015753764493249,1.0,24860176709.61052,221.93354292954365,6.903715183812264
95,18068.252677558186,2034.070699588615,15332.045729133439,11000.0,-5.173714235801372,1.0,120340462324.39148,222.50525782962154,18.573336426031673
96,9745.615689886163,7990.593051891539,1547.4992776243716,11000.0,-5.860219309254106,1.0,163572275318.7602,250.76123065109974,6.9621116852503
97,5305.253763423545,7442.748101410027,14453.767483636788,11000.0,-5.777743564328732,1.0,134849823125.6927,203.6641198594856,9.342717913616193
98,37389.01292504887,6337.943011237137,3620.190712956,11000.0,-4.856828318737841,1.0,89075205645.20529,214.3127914485066,4.762943678608002
99,30891.771546483495,2958.0475170214886,18750.143524877472,11000.0,-1.4096194852205581,1.0,87544828990.42136,201.8874563872638,17.05598958680927
